,Comentarios,Depresivo,TweetPre,Idioma
3221,"@ALFREDOSAADEV Yujuuuu,  buena respuesta al remiso",0,yujuuuu buena respuesta al remiso,es
3222,@CherlySabillon No tenía ni 🐶 idea jaja gracias 🫶🏼,0,no tenia ni idea gracias,es
3223,"Si los gringos hacen un remake de Rubi, ella debería ser Maribel https://t.co/95HHYPHVsl",0,si los gringos hacen un remake de rubi ella deberia ser maribel,es
3224,@boliviaprensa Pero van a enojar al Bombon...,0,pero van enojar al bombon,es
3225,"Gracias a la colaboración de la Sra. Guadalupe Rentería y nuestros aliados de @TRLA, Eden Klein y Paulina Baca, impartimos pláticas informativas en el Centro Comunitario Kennedy, sobre servicios consulares y protección, violencia doméstica y la importancia de conocer sus derechos https://t.co/LvbhQ9T6GB",0,gracias la colaboracion de la sra guadalupe renteria y nuestros aliados de eden klein y paulina baca impartimos platicas informativas en el centro comunitario kennedy sobre servicios consulares y proteccion violencia domestica y la importancia de conocer sus derechos,es
3226,Nada nuevo. https://t.co/saSIyXaFOT,0,nada nuevo,es
3228,"#RenunciaCerrutti porque el nivel de perversión que tenés remueve el dolor de los familiares de los fallecidos por COVID en forma gratuita, deberían guardar silencio sobre el manejo de la pandemia, no sólo tienen una total falta de empatía sino que se regodean con el dolor ajeno",0,renunciacerrutti porque el nivel de perversion que tenes remueve el dolor de los familiares de los fallecidos por covid en forma gratuita deberian guardar silencio sobre el manejo de la pandemia no solo tienen una total falta de empatia sino que se regodean con el dolor ajeno,es
3232,@jorge_tg21 Tiene toda la pinta de que tocará hueco,0,tiene toda la pinta de que tocara hueco,es
3233,"⠀⠀⠀⠀ ⠀⠀

⠀     ⠀⠀          ‘  Otro  que  también  es  un  cielo  ’  en  referencia  a  Beau,  muchacho  que  se  ganó  un  besito  en  la  frente  después  de  quitarse  el  regusto  a  alcohol  con  agua  ‘  Muchas  gracias,  precioso  ’

⠀     ⠀⠀",0,otro que tambien es un cielo en referencia beau muchacho que se gano un besito en la frente despues de quitarse el regusto alcohol con agua muchas gracias precioso,es
3234,"Llegue casi una hora antes, odio ser tan puntual lpm, pero el lado bueno es que me puedo dar un tiempito para mi 🤍",0,llegue casi una hora antes odio ser tan puntual lpm pero el lado bueno es que me puedo dar un tiempito para mi,es
3235,"El abogado personal de EIon asegura que ""no le tiene miedo a la FCC"" porque ya ha puesto cohetes en el espacio. Podría haber multas millonarias. Mientras tanto, se presentaron renuncias de personas en puestos claves de seguridad y manejo de información. https://t.co/vqIQLdQ21R",0,el abogado personal de eion asegura que no le tiene miedo la fcc porque ya ha puesto cohetes en el espacio podria haber multas millonarias mientras tanto se presentaron renuncias de personas en puestos claves de seguridad y manejo de informacion,es
3236,El hecho de que NUNCA miro al cruzar la calle SÍ soy una chica de provincia qué pasa?!?,0,el hecho de que nunca miro al cruzar la calle si soy una chica de provincia que pasa,es
3237,Llevo todo el día pensando que era miércoles 🫠,0,llevo todo el dia pensando que era miercoles,es
3240,"Qué pedo, alguien deme contexto del rímel porque no entiendo la mitad de mi facebook",0,que pedo alguien deme contexto del rimel porque no entiendo la mitad de mi facebook,es
3241,@Lupo55 Admiro la habilidad camaleónica que tienen los K. en el poder militan impuestos pero siendo oposición te paran el país si sube el colectivo. son de manual.,0,admiro la habilidad camaleonica que tienen los k en el poder militan impuestos pero siendo oposicion te paran el pais si sube el colectivo son de manual,es
3243,"situación que alba no me contó entera en su momento, situación entera que me cuenta su ex 🙂🙂",0,situacion que alba no me conto entera en su momento situacion entera que me cuenta su ex,es
3244,Confirmen que coger con cualquiera no llena tanto como hacerlo con alguien con quien se conecta demasiado hpta,0,confirmen que coger con cualquiera no llena tanto como hacerlo con alguien con quien se conecta demasiado hpta,es
3246,"Lo que asusta no es el precio de llenar el tanque, lo que asusta es lo rápido que se acaba :(",0,lo que asusta no es el precio de llenar el tanque lo que asusta es lo rapido que se acaba,es
3247,"@VeroLinaresC Hola!!!! 👇👇👇👇🤭🤭🤭😅🤣😂
https://t.co/Ase7iMdhub",0,hola,es
3249,"@lahistoriaec @VillaFernando_ O SEA VIÉNDOLE en la foto como que le hizo un favor, o que.",0,o sea viendole en la foto como que le hizo un favor o que,es
3250,"No me molesta si hablan mal de mí, si total los perros le ladran a los que no conocen 🤟",0,no me molesta si hablan mal de mi si total los perros le ladran los que no conocen,es
3251,"Si sabes que vas a lastimar alguien y aún así lo haces, eso no es cometer un error",0,si sabes que vas lastimar alguien y aun asi lo haces eso no es cometer un error,es
3252,Ser conocida en mi trabajo por ser la persona que cada vez que se estresa dice “padre amado” era mi meta principal y ya la cumplí.,0,ser conocida en mi trabajo por ser la persona que cada vez que se estresa dice padre amado era mi meta principal y ya la cumpli,es
3253,@miseleccionmx Maldito arjensimio al igual que Funes Mierdi.  Como los aborrezco.,0,maldito arjensimio al igual que funes mierdi como los aborrezco,es
3254,"Facundo Pellistri jugo 66' está temporada.
SESENTAYSEIS MI NU TOS

Es insólito que vaya al mundial Pellistri que entre lesiones y desiciones técnicas estuvo más tiempo en Spotify que jugando en cancha. 

A Damián Suárez lo dejaron afuera porque no lo pusieron en un partido https://t.co/t3wJgfOTuA",0,facundo pellistri jugo esta temporada sesentayseis mi nu tos es insolito que vaya al mundial pellistri que entre lesiones y desiciones tecnicas estuvo mas tiempo en spotify que jugando en cancha damian suarez lo dejaron afuera porque no lo pusieron en un partido,es
3255,@AdrianAlbi11 como sabes que sale el line up hoyyy? 😩😩,0,como sabes que sale el line up hoyyy,es
3256,"@AracelMerlo No tenes que esperar nada un hombre reina, siempre vas a estar vos para tu bebe y no creo que necesite más nada!, ustedes nomas están bien, no mereces ni un poco el lugar ni todo tu mal estar que te esta haciendo pasar por una persona que no busca estar presente para tu bebe!",0,no tenes que esperar nada un hombre reina siempre vas estar vos para tu bebe y no creo que necesite mas nada ustedes nomas estan bien no mereces ni un poco el lugar ni todo tu mal estar que te esta haciendo pasar por una persona que no busca estar presente para tu bebe,es
3257,"@cuauhtemocb10 @lopezobrador_ Tienes Morelos como un cochinero, ponte a trabajar. https://t.co/bSnHh4PGaz",0,tienes morelos como un cochinero ponte trabajar,es
3260,@UPV pero entonces hay clase o no ?????,0,pero entonces hay clase o no,es
3261,@Personaje_Secun @_ETFV @WgutzX Capaz y conoce a un ariomago,0,capaz y conoce un ariomago,es
3262,@RDSomosPueblo ven el plan del censo solo los estupidos no se dan cuenta del plan de la @un y @luisabinader es joder y haitianisar el pais coño no hay hombre @MDefensaRD @PoliciaRD,0,ven el plan del censo solo los estupidos no se dan cuenta del plan de la y es joder y haitianisar el pais cono no hay hombre,es
3264,"@kerplunkerr Ya ta 'ciendo efecto

Ufffff esa ya me la sé",0,ya ta ciendo efecto ufffff esa ya me la se,es
3266,@ohnolinlin creí q era un ser querido 😞,0,crei q era un ser querido,es
3267,"@Almomento4T @ArranzBrenda @adan_augusto Hay q tener cuidado con los derechamgos , van acusar Adan augusto de reunirse con los na$&amp;@ s de zacatecas , 🤦‍♂️🤦‍♂️🤦‍♂️",0,hay q tener cuidado con los derechamgos van acusar adan augusto de reunirse con los na amp s de zacatecas,es
3268,Aún sigo en ese 5 de noviembre https://t.co/oxgaI3nbqw,0,aun sigo en ese de noviembre,es
3269,@adrii_NCTisart @Marinarosell44 @sweetch0i Y muchos me sabia pero me he quedado en blanco wtf https://t.co/oMraqqoqGg,0,y muchos me sabia pero me he quedado en blanco wtf,es
3271,"Para completar, voy a abrir el pinterest y las primeras cosas que me salgan las dibujaré para despedir a esta libreta https://t.co/ZJyTtT8vQl",0,para completar voy abrir el pinterest y las primeras cosas que me salgan las dibujare para despedir esta libreta,es
3272,@BENIJU03 Verdugo y pandilla duende,0,verdugo y pandilla duende,es
3273,La mente es una vaina impresionante,0,la mente es una vaina impresionante,es
3274,q virgen q soy la puta madre con razón todos mis intereses romanticos me terminan considerando un compa más,0,q virgen q soy la puta madre con razon todos mis intereses romanticos me terminan considerando un compa mas,es
3275,Las diez claves de la Selección Argentina en la Copa del Mundo https://t.co/4HaxaMs23v,0,las diez claves de la seleccion argentina en la copa del mundo,es
3276,El amigo se coje a la novia por castigo asi se hace como una buena putita 🍆💦😈https://t.co/jy0QqtDKbL,0,el amigo se coje la novia por castigo asi se hace como una buena putita,es
3278,"@NetflixLAT Increíble Serie, ayer supe de ella y hoy la termine de ver. Tercera temporada por favor",0,increible serie ayer supe de ella y hoy la termine de ver tercera temporada por favor,es
3279,@idealista Para cuando un filtro de alquiler anual o por temporada? :(,0,para cuando un filtro de alquiler anual o por temporada,es
3280,"⠀
⠀
Sus ojos se cierran, y su cuerpo
deja de temblar, nuestro mago ya
se había ido. 

Él dejó muchas tareas sin completar.
⠀
⠀",0,sus ojos se cierran y su cuerpo deja de temblar nuestro mago ya se habia ido el dejo muchas tareas sin completar,es
3281,Donde manda patrón no manda marinero https://t.co/n70YUT5lFw,0,donde manda patron no manda marinero,es
3283,"@DanikRM_ Que al 75% de la peña se la suda la selección es una verdad como un castillo. Luego ya dentro del torneo pues te entra el gusanillo, pero aquí no hay tradición de selección como en otros países.",0,que al de la pena se la suda la seleccion es una verdad como un castillo luego ya dentro del torneo pues te entra el gusanillo pero aqui no hay tradicion de seleccion como en otros paises,es
3284,@refutador Pero es bastante interesante ver personas convivir y como reaccionan ante diferentes situaciones. Segun vos las personas sin talento no sirven de nada. No coincido.,0,pero es bastante interesante ver personas convivir y como reaccionan ante diferentes situaciones segun vos las personas sin talento no sirven de nada no coincido,es
3285,¿Oigan y el mundial? https://t.co/unhw7NGC6c,0,oigan y el mundial,es
3286,Ando en modo niñera.,0,ando en modo ninera,es
3288,@VinicioSenador Tranquilo que ahora es que faltan días 😃😃😃  y no se te va a dar hay mucho censando.,0,tranquilo que ahora es que faltan dias y no se te va dar hay mucho censando,es
3289,@josevico4 Pues igual que nosotros tenemos que pagar todas las tablets y iPhone que los diputados se han comprado nuevos tanto de izquierdas como de derechas pero tú solo hablas de Madrid porque ya sabemos quién gobierna allí. Cuando se cambiaron los teléfonos los diputados no dijiste nada.,0,pues igual que nosotros tenemos que pagar todas las tablets y iphone que los diputados se han comprado nuevos tanto de izquierdas como de derechas pero tu solo hablas de madrid porque ya sabemos quien gobierna alli cuando se cambiaron los telefonos los diputados no dijiste nada,es
3290,"@Enlinea79 @vpatria57 @Patria4533 @Organizar18 @Fundaci221 @Tuitero4073 @ElianaMCD @yaady21 @AngelDa15536594 @MkPatriota @cpmarp21 @YuniBurgos @Beba73068196 @luis16684716 @DONILEYTHALVAR1 Saludos camarada @Enlinea79

Activos con👇👇
¡ETIQUETAS DEL DÍA! ▶️ 

▶️ #FILVEN2022
⏩ #LeerDescoloniza

💛💙❤️
@chande5035
@MkPatriota 
@jesus37233 
@kristof8419",0,saludos camarada activos con etiquetas del dia filven leerdescoloniza,es
3292,"Y cansados de soñar, despertamos.",0,y cansados de sonar despertamos,es
3293,@CandeMonteneg10 Fuerzas mi reina! En todas con vos!!❤️,0,fuerzas mi reina en todas con vos,es
3295,"@AgustinaFaus @FDoficial Hace un rato antes de comer le quería hacer la cabeza. De momento ya le saco la info de que el no ha votado mujeres (ella dijo que voto a uno que esta en placa, cuando sus votos fueron nulos y no cayó ninguna de las chicas que voto).",0,hace un rato antes de comer le queria hacer la cabeza de momento ya le saco la info de que el no ha votado mujeres ella dijo que voto uno que esta en placa cuando sus votos fueron nulos y no cayo ninguna de las chicas que voto,es
3297,con esto confirmamos que a latam le toca en 2024 o no? https://t.co/604dkx8SDm,0,con esto confirmamos que latam le toca en o no,es
3299,"Ataman no usa nada a Polonara, seguro que @fullmuntion le hace sitio",0,ataman no usa nada polonara seguro que le hace sitio,es
3300,Jamás conocí empresa tan sólida y con tanta solvencia como @mercadopago y tan POCO eficiente y efectiva a la hora de resolver reclamos y problemas. De locos,0,jamas conoci empresa tan solida y con tanta solvencia como y tan poco eficiente y efectiva la hora de resolver reclamos y problemas de locos,es
3301,CONGRESO DEL ESTADO: Incentivan creación de registro de maquinaria agrícola. https://t.co/Nn4zNMaprZ,0,congreso del estado incentivan creacion de registro de maquinaria agricola,es
3303,"Si tu pelado te invita a comer encebollado de juliana, para mi estas soltera (?) https://t.co/M2AoO7YX3A",0,si tu pelado te invita comer encebollado de juliana para mi estas soltera,es
3304,@candelopez021 de la miseria gorda,0,de la miseria gorda,es
3305,Ok pero por lo menos escríbeme que me extrañas 🥺,0,ok pero por lo menos escribeme que me extranas,es
3306,@alvaro_delgado No le queda más que aplaudir como foca después que le perdonarán su culpabilidad en el desplome de la línea 12,0,no le queda mas que aplaudir como foca despues que le perdonaran su culpabilidad en el desplome de la linea,es
3307,Se hacen las puritanas y después andan mandando solicitudes las wachas floja de bombacha 🤢,0,se hacen las puritanas y despues andan mandando solicitudes las wachas floja de bombacha,es
3308,lo q daría por un abrazo,0,lo q daria por un abrazo,es
3309,@_GerardoTorres7 Me identifico plenamente con este tuit. Un saludo,0,me identifico plenamente con este tuit un saludo,es
3311,@chollometro #El11del11AChollometro mi película favorita es  Bailando con lobos,0,el del achollometro mi pelicula favorita es bailando con lobos,es
3312,@nuriapiera Dizque peaje de la Vega !,0,dizque peaje de la vega,es
3313,Hoy estoy como súper agobiada y me enfada todo que asco,0,hoy estoy como super agobiada y me enfada todo que asco,es
